2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
2024-06-01 15:29:08,351 - utils.requests_util - INFO - URL: http://bswms-uat-01.baheal.com:7777/bp/base/incubatorInfo/add, Method: post, Response Code: 200, Response Body: {'code': 200, 'msg': '成功'}, Request Data: {'isEnable': 1, 'workStatus': 10, 'equipmentCode': 'bwx2', 'equipmentName': 'testbwx', 'rfid': 'bwx2', 'incubatorCategoryId': '1764857853645312', 'weight': None, 'innerLength': None, 'innerWidth': None, 'innerHeight': None, 'innerVolume': None, 'externalLength': None, 'externalWidth': None, 'externalHeight': None, 'externalVolume': None, 'factoryModel': None, 'phaseTransitionTemperature': None, 'canStoreIceRow': None, 'imageList': []}
